EmployeeID,Age,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TrainingTimesLastYear,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,Cluster,CareerPathSegment,PromotionGapRiskScore,Attrition,JobSatisfaction,EnvironmentSatisfaction
348,36,Sales,Sales Executive,13,9,1,2,12,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.9230769230769231,2,High-Risk Stagnation Profile,High,0,4,1
349,57,Research & Development,Healthcare Representative,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,4
350,40,Research & Development,Laboratory Technician,7,7,1,3,7,0.14285714285714285,1.0,0.42857142857142855,1.0,2,High-Risk Stagnation Profile,Medium,0,3,4
351,21,Sales,Sales Representative,3,2,2,3,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,4,Promotion-Stalled Employees,High,0,4,1
352,33,Sales,Sales Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,3,4
353,37,Research & Development,Laboratory Technician,5,4,0,3,3,0.0,0.8,0.6,0.6,3,Fast-Track Performers,Medium,0,1,3
354,46,Research & Development,Manufacturing Director,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,3,3
355,41,Sales,Sales Executive,8,7,7,5,7,0.875,0.875,0.625,0.875,0,High-Risk Stagnation Profile,High,1,2,1
356,50,Research & Development,Healthcare Representative,4,3,1,2,3,0.25,0.75,0.5,0.75,3,Fast-Track Performers,Medium,0,4,4
357,40,Sales,Sales Executive,6,4,1,6,0,0.16666666666666666,0.6666666666666666,1.0,0.0,3,Fast-Track Performers,Medium,1,3,3
358,31,Research & Development,Research Scientist,2,2,2,5,2,1.0,1.0,2.5,1.0,4,Promotion-Stalled Employees,High,0,2,3
359,21,Sales,Sales Representative,1,0,0,0,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,2,3
360,29,Research & Development,Research Scientist,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
361,35,Research & Development,Healthcare Representative,1,1,0,5,0,0.0,1.0,5.0,0.0,1,Early-Career Explorers,Medium,0,2,3
362,27,Research & Development,Laboratory Technician,5,2,0,2,4,0.0,0.4,0.4,0.8,3,Fast-Track Performers,Low,0,2,4
363,28,Sales,Sales Executive,7,5,0,1,7,0.0,0.7142857142857143,0.14285714285714285,1.0,2,High-Risk Stagnation Profile,High,0,4,2
364,49,Research & Development,Healthcare Representative,5,2,0,2,0,0.0,0.4,0.4,0.0,3,Fast-Track Performers,Low,0,3,2
365,51,Sales,Sales Executive,7,7,0,2,7,0.0,1.0,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,4,3
366,36,Research & Development,Research Scientist,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,3,4
367,34,Sales,Sales Executive,5,2,0,3,4,0.0,0.4,0.6,0.8,3,Fast-Track Performers,Low,1,4,1
368,24,Sales,Sales Executive,5,2,0,2,3,0.0,0.4,0.4,0.6,3,Fast-Track Performers,Low,0,3,4
369,30,Sales,Sales Representative,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,2,3
370,26,Research & Development,Research Scientist,6,4,0,2,4,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,1,1,3
371,22,Research & Development,Research Scientist,2,1,1,1,2,0.5,0.5,0.5,1.0,3,Fast-Track Performers,Medium,0,2,1
372,36,Sales,Sales Executive,10,9,9,2,0,0.9,0.9,0.2,0.0,0,High-Risk Stagnation Profile,High,0,3,2
373,30,Research & Development,Research Scientist,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,1,4,3
374,37,Research & Development,Laboratory Technician,18,7,12,2,17,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.9444444444444444,0,High-Risk Stagnation Profile,High,0,1,4
375,40,Sales,Sales Executive,5,4,1,5,3,0.2,0.8,1.0,0.6,3,Fast-Track Performers,Medium,0,2,4
376,42,Research & Development,Laboratory Technician,5,2,1,5,2,0.2,0.4,1.0,0.4,3,Fast-Track Performers,Low,0,1,2
377,37,Research & Development,Manufacturing Director,1,0,0,2,1,0.0,0.0,2.0,1.0,3,Fast-Track Performers,Low,0,2,3
378,43,Research & Development,Research Director,25,10,3,3,9,0.12,0.4,0.12,0.36,2,High-Risk Stagnation Profile,Medium,0,2,1
379,40,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,3,2
380,54,Research & Development,Research Director,4,2,1,4,2,0.25,0.5,1.0,0.5,3,Fast-Track Performers,Low,0,1,1
381,34,Sales,Sales Executive,3,2,1,3,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,3
382,31,Research & Development,Manufacturing Director,13,10,3,5,12,0.23076923076923078,0.7692307692307693,0.38461538461538464,0.9230769230769231,2,High-Risk Stagnation Profile,Medium,0,1,2
383,43,Research & Development,Laboratory Technician,3,2,1,1,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
384,43,Research & Development,Healthcare Representative,5,2,0,3,2,0.0,0.4,0.6,0.4,3,Fast-Track Performers,Low,0,3,3
385,25,Sales,Sales Executive,5,4,1,3,3,0.2,0.8,0.6,0.6,3,Fast-Track Performers,Medium,0,4,2
386,37,Research & Development,Research Scientist,13,11,10,2,7,0.7692307692307693,0.8461538461538461,0.15384615384615385,0.5384615384615384,0,High-Risk Stagnation Profile,High,0,3,2
387,31,Research & Development,Laboratory Technician,4,2,3,3,2,0.75,0.5,0.75,0.5,4,Promotion-Stalled Employees,High,0,1,4
388,39,Research & Development,Manager,21,8,1,3,6,0.047619047619047616,0.38095238095238093,0.14285714285714285,0.2857142857142857,2,High-Risk Stagnation Profile,Medium,0,3,2
389,30,Sales,Sales Executive,5,4,4,6,4,0.8,0.8,1.2,0.8,4,Promotion-Stalled Employees,High,0,3,2
390,41,Sales,Sales Executive,10,7,0,2,7,0.0,0.7,0.2,0.7,2,High-Risk Stagnation Profile,High,0,1,2
391,28,Research & Development,Laboratory Technician,10,0,1,2,8,0.1,0.0,0.2,0.8,3,Fast-Track Performers,Medium,0,1,3
392,25,Research & Development,Laboratory Technician,2,2,0,5,2,0.0,1.0,2.5,1.0,3,Fast-Track Performers,Medium,1,1,1
393,52,Research & Development,Manufacturing Director,5,4,0,4,4,0.0,0.8,0.8,0.8,3,Fast-Track Performers,Medium,0,3,4
394,45,Research & Development,Research Scientist,2,2,0,3,2,0.0,1.0,1.5,1.0,3,Fast-Track Performers,Medium,0,4,1
395,42,Research & Development,Research Scientist,5,4,0,3,2,0.0,0.8,0.6,0.4,3,Fast-Track Performers,Medium,0,3,1
396,30,Research & Development,Manufacturing Director,5,4,0,2,2,0.0,0.8,0.4,0.4,3,Fast-Track Performers,Medium,0,4,3
397,46,Research & Development,Manufacturing Director,10,7,0,5,8,0.0,0.7,0.5,0.8,2,High-Risk Stagnation Profile,Medium,0,3,3
398,42,Research & Development,Healthcare Representative,6,5,0,4,4,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
399,24,Sales,Sales Representative,5,3,1,4,4,0.2,0.6,0.8,0.8,3,Fast-Track Performers,Low,1,2,1
400,34,Sales,Sales Representative,2,2,1,3,0,0.5,1.0,1.5,0.0,3,Fast-Track Performers,Medium,1,3,4
401,38,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,4,4
402,40,Sales,Manager,20,15,1,2,12,0.05,0.75,0.1,0.6,2,High-Risk Stagnation Profile,High,0,3,3
403,26,Research & Development,Research Scientist,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,1
404,30,Research & Development,Laboratory Technician,5,3,1,3,4,0.2,0.6,0.6,0.8,3,Fast-Track Performers,Low,0,4,3
405,29,Research & Development,Research Director,10,2,0,2,7,0.0,0.2,0.2,0.7,3,Fast-Track Performers,Medium,0,3,2
406,29,Research & Development,Research Scientist,2,2,1,2,1,0.5,1.0,1.0,0.5,4,Promotion-Stalled Employees,High,1,2,3
407,19,Human Resources,Human Resources,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,1,4,1
408,30,Sales,Sales Executive,9,8,7,3,8,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0,High-Risk Stagnation Profile,High,0,1,3
409,50,Research & Development,Manager,27,10,15,2,7,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.25925925925925924,0,High-Risk Stagnation Profile,High,0,3,2
410,30,Research & Development,Laboratory Technician,11,7,6,2,7,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.6363636363636364,0,High-Risk Stagnation Profile,High,0,4,3
411,60,Sales,Sales Executive,18,13,13,5,11,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,0,High-Risk Stagnation Profile,High,0,1,3
412,47,Research & Development,Manufacturing Director,5,0,0,2,4,0.0,0.0,0.4,0.8,3,Fast-Track Performers,Low,0,4,1
413,46,Research & Development,Research Director,3,2,0,2,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,Fast-Track Performers,Medium,0,3,1
414,35,Research & Development,Laboratory Technician,5,4,4,2,3,0.8,0.8,0.4,0.6,4,Promotion-Stalled Employees,High,0,3,4
415,54,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,3,3
416,34,Research & Development,Research Scientist,7,3,5,3,7,0.7142857142857143,0.42857142857142855,0.42857142857142855,1.0,0,High-Risk Stagnation Profile,High,0,3,4
417,46,Sales,Sales Executive,3,2,1,3,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,3
418,31,Research & Development,Manufacturing Director,13,8,0,6,8,0.0,0.6153846153846154,0.46153846153846156,0.6153846153846154,2,High-Risk Stagnation Profile,Medium,0,2,3
419,33,Research & Development,Manager,7,6,7,2,7,1.0,0.8571428571428571,0.2857142857142857,1.0,0,High-Risk Stagnation Profile,High,1,3,2
420,33,Research & Development,Laboratory Technician,4,3,1,2,3,0.25,0.75,0.5,0.75,3,Fast-Track Performers,Medium,1,4,1
421,30,Sales,Sales Representative,3,2,1,3,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,4
422,35,Research & Development,Healthcare Representative,8,7,0,2,0,0.0,0.875,0.25,0.0,3,Fast-Track Performers,Medium,0,3,4
423,31,Research & Development,Healthcare Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,3,1
424,34,Human Resources,Human Resources,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,1,1,2
425,42,Research & Development,Laboratory Technician,2,2,2,4,0,1.0,1.0,2.0,0.0,4,Promotion-Stalled Employees,High,0,3,2
426,36,Sales,Sales Executive,10,3,9,3,7,0.9,0.3,0.3,0.7,0,High-Risk Stagnation Profile,High,0,4,2
427,22,Research & Development,Laboratory Technician,2,2,1,3,2,0.5,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,1,3,3
428,48,Sales,Sales Executive,9,7,6,2,7,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,0,High-Risk Stagnation Profile,High,0,4,2
429,41,Sales,Sales Executive,14,3,1,3,10,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.7142857142857143,2,High-Risk Stagnation Profile,Medium,0,4,4
430,35,Sales,Sales Executive,11,9,6,2,9,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.8181818181818182,0,High-Risk Stagnation Profile,High,0,3,2
431,40,Research & Development,Manufacturing Director,20,6,5,3,13,0.25,0.3,0.15,0.65,2,High-Risk Stagnation Profile,Medium,0,3,2
432,39,Research & Development,Laboratory Technician,8,3,0,3,7,0.0,0.375,0.375,0.875,3,Fast-Track Performers,Low,0,3,3
433,31,Sales,Sales Executive,6,5,0,2,5,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,3,Fast-Track Performers,Medium,0,4,2
434,42,Research & Development,Manufacturing Director,10,9,5,5,8,0.5,0.9,0.5,0.8,2,High-Risk Stagnation Profile,High,0,1,4
435,45,Sales,Sales Executive,8,7,3,3,7,0.375,0.875,0.375,0.875,2,High-Risk Stagnation Profile,High,0,2,4
436,26,Human Resources,Human Resources,7,7,1,2,0,0.14285714285714285,1.0,0.2857142857142857,0.0,3,Fast-Track Performers,Medium,1,3,2
437,29,Research & Development,Manufacturing Director,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
438,33,Research & Development,Research Director,6,1,0,2,5,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,3,Fast-Track Performers,Low,0,3,1
439,31,Sales,Manager,5,4,0,3,1,0.0,0.8,0.6,0.2,3,Fast-Track Performers,Medium,0,4,3
440,18,Sales,Sales Representative,0,0,0,3,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,2,2
441,40,Sales,Sales Executive,1,0,0,2,1,0.0,0.0,2.0,1.0,3,Fast-Track Performers,Low,0,1,3
442,41,Research & Development,Healthcare Representative,8,7,0,3,7,0.0,0.875,0.375,0.875,2,High-Risk Stagnation Profile,Medium,0,3,1
443,26,Sales,Sales Executive,0,0,0,5,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,3,1
444,35,Sales,Sales Executive,5,4,0,3,3,0.0,0.8,0.6,0.6,3,Fast-Track Performers,Medium,0,3,1
445,34,Sales,Sales Executive,10,7,5,3,7,0.5,0.7,0.3,0.7,0,High-Risk Stagnation Profile,High,0,4,4
446,26,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,1,4,3
447,37,Research & Development,Manufacturing Director,6,5,1,3,2,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,3,Fast-Track Performers,Medium,0,4,2
448,46,Research & Development,Healthcare Representative,2,2,1,3,2,0.5,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,3,1
449,41,Sales,Manager,18,16,11,2,8,0.6111111111111112,0.8888888888888888,0.1111111111111111,0.4444444444444444,0,High-Risk Stagnation Profile,High,0,1,2
450,37,Sales,Sales Executive,9,5,7,6,7,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,0,High-Risk Stagnation Profile,High,0,2,1
451,52,Research & Development,Research Scientist,10,9,6,3,9,0.6,0.9,0.3,0.9,0,High-Risk Stagnation Profile,High,0,1,4
452,32,Sales,Sales Executive,4,2,1,2,2,0.25,0.5,0.5,0.5,3,Fast-Track Performers,Low,1,3,4
453,24,Sales,Sales Representative,2,2,2,3,1,1.0,1.0,1.5,0.5,4,Promotion-Stalled Employees,High,0,4,4
454,38,Research & Development,Healthcare Representative,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,0,3,3
455,37,Research & Development,Manufacturing Director,6,5,4,2,3,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,4,Promotion-Stalled Employees,High,0,2,2
456,24,Research & Development,Research Scientist,6,5,1,3,4,0.16666666666666666,0.8333333333333334,0.5,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,2
457,26,Sales,Sales Executive,5,3,1,5,4,0.2,0.6,1.0,0.8,3,Fast-Track Performers,Low,0,2,1
458,24,Research & Development,Laboratory Technician,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,2,4
459,25,Sales,Sales Representative,7,4,0,1,6,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428571,3,Fast-Track Performers,Medium,0,3,2
460,24,Research & Development,Laboratory Technician,6,3,1,4,2,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,3,Fast-Track Performers,Low,1,3,1
461,30,Sales,Sales Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,1,2
462,34,Research & Development,Research Scientist,6,5,1,3,3,0.16666666666666666,0.8333333333333334,0.5,0.5,3,Fast-Track Performers,Medium,0,4,2
463,31,Sales,Sales Executive,3,1,1,2,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,1,1,2
464,35,Research & Development,Laboratory Technician,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,1
465,31,Sales,Sales Executive,7,7,5,4,7,0.7142857142857143,1.0,0.5714285714285714,1.0,0,High-Risk Stagnation Profile,High,0,4,1
466,27,Research & Development,Research Scientist,5,3,0,5,3,0.0,0.6,1.0,0.6,3,Fast-Track Performers,Low,0,3,1
467,37,Sales,Sales Executive,3,0,1,3,0,0.3333333333333333,0.0,1.0,0.0,1,Early-Career Explorers,Medium,0,3,4
468,20,Research & Development,Research Scientist,1,0,0,0,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,2,4
469,42,Research & Development,Healthcare Representative,10,2,2,4,2,0.2,0.2,0.4,0.2,3,Fast-Track Performers,Low,0,4,3
470,43,Research & Development,Research Director,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,4,2
471,38,Research & Development,Research Scientist,0,0,0,3,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,1,3
472,43,Research & Development,Laboratory Technician,8,7,4,3,7,0.5,0.875,0.375,0.875,2,High-Risk Stagnation Profile,High,0,3,4
473,48,Research & Development,Manager,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,4
474,44,Human Resources,Human Resources,2,2,0,1,2,0.0,1.0,0.5,1.0,3,Fast-Track Performers,Medium,0,3,1
475,34,Sales,Sales Representative,8,2,0,3,6,0.0,0.25,0.375,0.75,3,Fast-Track Performers,Low,0,3,3
476,27,Sales,Sales Representative,4,3,0,3,2,0.0,0.75,0.75,0.5,3,Fast-Track Performers,Medium,1,1,3
477,21,Sales,Sales Representative,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,3
478,44,Research & Development,Manager,2,2,0,2,1,0.0,1.0,1.0,0.5,3,Fast-Track Performers,Medium,0,4,4
479,22,Research & Development,Research Scientist,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,3,1
480,33,Sales,Sales Executive,5,0,1,3,2,0.2,0.0,0.6,0.4,3,Fast-Track Performers,Low,0,3,3
481,32,Research & Development,Research Scientist,6,4,0,2,5,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,3,Fast-Track Performers,Medium,0,4,1
482,30,Research & Development,Research Scientist,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,3,3
483,53,Sales,Sales Executive,14,7,8,2,10,0.5714285714285714,0.5,0.14285714285714285,0.7142857142857143,0,High-Risk Stagnation Profile,High,0,1,4
484,34,Research & Development,Research Scientist,10,9,8,4,8,0.8,0.9,0.4,0.8,0,High-Risk Stagnation Profile,High,0,4,2
485,45,Sales,Sales Executive,1,1,0,4,0,0.0,1.0,4.0,0.0,1,Early-Career Explorers,Medium,1,1,1
486,26,Research & Development,Laboratory Technician,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,3
487,37,Research & Development,Manufacturing Director,10,7,7,2,8,0.7,0.7,0.2,0.8,0,High-Risk Stagnation Profile,High,0,3,3
488,29,Sales,Sales Executive,6,0,1,5,2,0.16666666666666666,0.0,0.8333333333333334,0.3333333333333333,1,Early-Career Explorers,Low,0,3,2
489,35,Research & Development,Research Scientist,17,11,11,3,8,0.6470588235294118,0.6470588235294118,0.17647058823529413,0.47058823529411764,0,High-Risk Stagnation Profile,High,0,4,2
490,33,Research & Development,Healthcare Representative,13,11,4,2,7,0.3076923076923077,0.8461538461538461,0.15384615384615385,0.5384615384615384,2,High-Risk Stagnation Profile,High,0,4,3
491,54,Human Resources,Human Resources,9,7,7,1,1,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,High-Risk Stagnation Profile,High,0,2,3
492,36,Research & Development,Manufacturing Director,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,2
493,27,Research & Development,Research Scientist,4,2,1,0,1,0.25,0.5,0.0,0.25,3,Fast-Track Performers,Medium,0,4,1
494,20,Research & Development,Research Scientist,1,0,1,5,1,1.0,0.0,5.0,1.0,4,Promotion-Stalled Employees,High,1,3,4
495,33,Research & Development,Research Scientist,10,8,9,3,7,0.9,0.8,0.3,0.7,0,High-Risk Stagnation Profile,High,1,1,1
496,35,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,3,3
497,23,Research & Development,Research Scientist,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,1
498,25,Sales,Sales Executive,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,4
499,38,Sales,Sales Executive,7,7,0,2,5,0.0,1.0,0.2857142857142857,0.7142857142857143,2,High-Risk Stagnation Profile,High,0,4,4
500,29,Research & Development,Research Scientist,10,7,2,5,8,0.2,0.7,0.5,0.8,2,High-Risk Stagnation Profile,Medium,0,4,2
501,48,Sales,Sales Executive,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,2,2
502,27,Sales,Sales Executive,6,5,0,3,4,0.0,0.8333333333333334,0.5,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
503,37,Research & Development,Research Scientist,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,4,4
504,50,Research & Development,Laboratory Technician,20,8,3,3,8,0.15,0.4,0.15,0.4,2,High-Risk Stagnation Profile,Medium,0,3,4
505,34,Research & Development,Healthcare Representative,8,7,7,3,7,0.875,0.875,0.375,0.875,0,High-Risk Stagnation Profile,High,0,2,4
506,24,Sales,Sales Executive,2,2,2,3,0,1.0,1.0,1.5,0.0,4,Promotion-Stalled Employees,High,1,3,1
507,39,Research & Development,Healthcare Representative,20,7,11,4,10,0.55,0.35,0.2,0.5,0,High-Risk Stagnation Profile,High,0,3,4
508,32,Sales,Sales Executive,10,7,0,2,8,0.0,0.7,0.2,0.8,2,High-Risk Stagnation Profile,High,0,4,4
509,50,Sales,Sales Executive,4,3,1,4,3,0.25,0.75,1.0,0.75,3,Fast-Track Performers,Medium,1,3,2
510,38,Research & Development,Healthcare Representative,9,7,1,4,8,0.1111111111111111,0.7777777777777778,0.4444444444444444,0.8888888888888888,2,High-Risk Stagnation Profile,Medium,0,4,2
511,27,Research & Development,Manufacturing Director,9,7,0,3,7,0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,2,High-Risk Stagnation Profile,Medium,0,1,3
512,32,Research & Development,Research Director,7,7,7,6,7,1.0,1.0,0.8571428571428571,1.0,0,High-Risk Stagnation Profile,High,0,4,3
513,47,Sales,Sales Executive,7,7,1,2,7,0.14285714285714285,1.0,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,1,4
514,40,Sales,Sales Executive,18,13,1,2,12,0.05555555555555555,0.7222222222222222,0.1111111111111111,0.6666666666666666,2,High-Risk Stagnation Profile,High,0,1,4
515,41,Human Resources,Manager,21,6,12,2,6,0.5714285714285714,0.2857142857142857,0.09523809523809523,0.2857142857142857,0,High-Risk Stagnation Profile,High,0,4,2
516,60,Sales,Sales Executive,2,2,2,1,2,1.0,1.0,0.5,1.0,4,Promotion-Stalled Employees,High,0,1,1
517,27,Research & Development,Manufacturing Director,9,7,1,4,7,0.1111111111111111,0.7777777777777778,0.4444444444444444,0.7777777777777778,2,High-Risk Stagnation Profile,Medium,0,1,4
518,41,Human Resources,Manager,22,7,2,3,10,0.09090909090909091,0.3181818181818182,0.13636363636363635,0.45454545454545453,2,High-Risk Stagnation Profile,Medium,0,3,4
519,50,Sales,Sales Representative,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,2,4
520,28,Research & Development,Research Scientist,7,7,3,4,7,0.42857142857142855,1.0,0.5714285714285714,1.0,2,High-Risk Stagnation Profile,High,1,2,1
521,36,Research & Development,Research Director,8,7,0,2,5,0.0,0.875,0.25,0.625,2,High-Risk Stagnation Profile,High,0,1,1
522,38,Research & Development,Manufacturing Director,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,0,3,3
523,44,Research & Development,Laboratory Technician,5,2,1,5,4,0.2,0.4,1.0,0.8,3,Fast-Track Performers,Low,0,3,1
524,47,Sales,Sales Executive,22,2,11,2,13,0.5,0.09090909090909091,0.09090909090909091,0.5909090909090909,0,High-Risk Stagnation Profile,High,0,3,4
525,30,Sales,Sales Executive,8,7,7,2,7,0.875,0.875,0.25,0.875,0,High-Risk Stagnation Profile,High,0,4,3
526,29,Sales,Sales Representative,1,0,0,6,0,0.0,0.0,6.0,0.0,1,Early-Career Explorers,Low,0,3,3
527,42,Research & Development,Research Scientist,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,1,3,3
528,43,Sales,Sales Executive,2,2,2,5,2,1.0,1.0,2.5,1.0,4,Promotion-Stalled Employees,High,0,4,4
529,34,Research & Development,Healthcare Representative,5,1,4,2,3,0.8,0.2,0.4,0.6,4,Promotion-Stalled Employees,High,0,3,2
530,23,Research & Development,Laboratory Technician,4,3,0,2,2,0.0,0.75,0.5,0.5,3,Fast-Track Performers,Medium,0,1,2
531,39,Human Resources,Human Resources,8,3,3,3,6,0.375,0.375,0.375,0.75,3,Fast-Track Performers,Medium,0,2,3
532,40,Research & Development,Research Scientist,4,2,2,2,3,0.5,0.5,0.5,0.75,3,Fast-Track Performers,Medium,0,4,4
533,27,Research & Development,Healthcare Representative,7,6,0,2,7,0.0,0.8571428571428571,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,1,4
534,29,Sales,Sales Representative,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,2,4
535,53,Research & Development,Laboratory Technician,2,2,2,4,2,1.0,1.0,2.0,1.0,4,Promotion-Stalled Employees,High,0,4,4
536,35,Research & Development,Healthcare Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,1,4
537,32,Research & Development,Laboratory Technician,10,8,4,2,7,0.4,0.8,0.2,0.7,2,High-Risk Stagnation Profile,High,0,4,1
538,38,Research & Development,Research Scientist,1,0,0,0,1,0.0,0.0,0.0,1.0,3,Fast-Track Performers,Medium,0,3,4
539,34,Research & Development,Manufacturing Director,0,0,0,3,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,1,2
540,33,Research & Development,Research Scientist,10,9,7,2,8,0.7,0.9,0.2,0.8,0,High-Risk Stagnation Profile,High,1,4,4
541,25,Sales,Sales Executive,6,5,1,5,4,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,3
